pruning_thresh,quality,technique,bandwidth,mAP_drop,frame_id,feasible,sensitivity,map
0.0,89,1,32249361.788893856,40,410,1,0.8333333333333334,0.5666666666666667
0.0,89,1,31681878.25955652,40,411,1,0.8333333333333334,0.525
0.0,89,1,31068338.411012184,40,412,1,0.8333333333333334,0.5666666666666667
0.0,89,1,30411161.15111818,40,413,1,0.6666666666666666,0.4
0.0,89,1,29712937.430146724,40,414,1,0.6666666666666666,0.4
0.0,89,1,28976420.025849458,40,415,1,0.6666666666666666,0.4
0.0,89,1,28204512.69051028,40,416,1,0.8333333333333334,0.48333333333333334
0.0,89,1,27400258.702773497,40,417,1,0.8,0.4583333333333333
0.0,88,1,26566828.869384408,40,418,1,0.8333333333333334,0.5
0.0,88,1,25707509.024143875,40,419,1,0.8333333333333334,0.65
0.0,88,1,24825687.073364142,40,420,1,0.8333333333333334,0.65
0.0,88,1,23924839.638898816,40,421,1,0.8333333333333334,0.9
0.0,88,1,23008518.351408377,40,422,1,0.8333333333333334,0.65
0.0,88,1,22080335.847899865,40,423,1,0.8,0.8
0.0,88,1,21143951.528746706,40,424,1,1.0,0.9666666666666667
0.0,88,1,20203057.130341325,40,425,1,0.8,0.8
0.0,88,1,19261362.170262173,40,426,1,0.6666666666666666,0.4
0.0,88,1,18322579.32233733,40,427,1,0.8333333333333334,0.9
0.0,88,1,17390409.77926448,40,428,1,0.8,0.8
0.0,88,1,16468528.660496015,40,429,1,0.6666666666666666,0.4
0.0,84,1,15560570.5229185,40,430,1,0.8,0.8
0.0,84,1,14670115.031452455,40,431,1,0.8,0.8
0.0,84,1,13800672.846065493,40,432,1,0.8,0.8
0.02,80,1,12955671.780841567,40,433,1,0.8,0.8
0.02,80,1,12138443.28967233,40,434,1,0.8,0.8
0.03,80,1,11352209.331853805,40,435,1,0.8,0.8
0.0,70,1,10600069.669370122,40,436,1,0.8,0.8
0.01,65,1,9884989.64594568,40,437,1,0.8,0.8
0.0,63,1,9209788.496046348,40,438,1,0.8333333333333334,0.9
0.0,63,1,8577128.229924096,40,439,1,0.8333333333333334,0.9
0.0,63,1,7989503.1385241,40,440,1,0.8571428571428571,0.6083333333333334
0.0,62,1,7449229.959633224,40,441,1,0.8333333333333334,0.5666666666666667
0.26,98,1,6958438.744038818,40,442,1,0.8333333333333334,0.48333333333333334
0.26,98,1,6519064.457710188,40,443,1,0.6666666666666666,0.4
0.01,63,1,6132839.353109881,40,444,1,0.8,0.8
0.29,98,1,5801286.139712224,40,445,1,0.75,0.6875
0.0,63,1,5525711.98065407,40,446,1,0.75,0.75
0.29,98,1,5307203.339186689,40,447,1,0.75,0.75
0.3,98,1,5146621.69524654,40,448,1,0.8,0.8
0.31,98,1,5044600.14903276,40,449,1,0.8,0.8
0.33,100,1,5001540.924981678,40,450,1,0.8,0.8
