pruning_thresh,quality,technique,bandwidth,drop,frame_id,sparsity,decomposability,regularity,pictoriality,compression_ratio,datasize_est,datasize_real,reconstruct_snr,target_cmp,target_snr,consumed_bw
0.25,4,3,6000000.0,0.4,199,0.9929155880177515,-1,-1,-1,282.3099510603589,1226,206321,9.473552703857422,154.65236818588025,14.99930202960968,116761.90476190478
0.25,4,3,6000000.0,0.4,200,0.9929964866863905,-1,-1,-1,285.57095709570956,1212,202297,9.432666897773743,154.65236818588025,14.99930202960968,115428.57142857143
0.25,4,3,6000000.0,0.4,201,0.9949033838757396,-1,-1,-1,392.4172335600907,882,182168,9.338988065719604,154.65236818588025,14.99930202960968,84000.00000000001
0.25,4,3,6000000.0,0.4,202,0.9937823594674556,-1,-1,-1,321.6654275092937,1076,196252,9.293471574783325,154.65236818588025,14.99930202960968,102476.19047619049
0.25,4,3,6000000.0,0.4,203,0.9923492973372781,-1,-1,-1,261.41389728096675,1324,198273,9.303268790245056,154.65236818588025,14.99930202960968,126095.2380952381
0.25,4,3,6000000.0,0.4,204,0.9942561945266272,-1,-1,-1,348.2012072434608,994,182168,9.192429184913635,154.65236818588025,14.99930202960968,94666.66666666667
0.25,4,3,6000000.0,0.4,205,0.991852348372781,-1,-1,-1,245.4695035460993,1410,194240,9.219328761100769,154.65236818588025,14.99930202960968,134285.7142857143
0.25,4,3,6000000.0,0.4,206,0.9901997041420119,-1,-1,-1,204.0754716981132,1696,194240,9.128279089927673,154.65236818588025,14.99930202960968,161523.80952380953
0.25,4,3,6000000.0,0.4,207,0.9929502588757396,-1,-1,-1,283.6983606557377,1220,198273,9.070065021514893,154.65236818588025,14.99930202960968,116190.4761904762
0.25,4,3,6000000.0,0.4,208,0.9893098187869822,-1,-1,-1,187.08756756756756,1850,198273,9.031893014907837,154.65236818588025,14.99930202960968,176190.4761904762
0.25,4,3,6000000.0,0.4,209,0.9914016272189349,-1,-1,-1,232.6021505376344,1488,198273,9.094683527946472,154.65236818588025,14.99930202960968,141714.28571428574
0.25,4,3,6000000.0,0.4,210,0.9938632581360947,-1,-1,-1,325.90583804143125,1062,196252,9.08412516117096,154.65236818588025,14.99930202960968,101142.85714285716
0.25,4,3,6000000.0,0.4,211,0.9928000184911243,-1,-1,-1,277.7784911717496,1246,196252,9.12417471408844,154.65236818588025,14.99930202960968,118666.66666666669
0.25,4,3,6000000.0,0.4,212,0.9926497781065089,-1,-1,-1,272.1006289308176,1272,200285,9.047250747680664,154.65236818588025,14.99930202960968,121142.85714285716
0.25,4,3,6000000.0,0.4,213,0.9945220044378699,-1,-1,-1,365.0970464135021,948,196252,9.01324212551117,154.65236818588025,14.99930202960968,90285.71428571429
0.24,4,3,8880000.000000002,0.4,214,0.9910433616863905,-1,-1,-1,223.29806451612905,1550,210345,9.07530963420868,226.49864327204259,11.279615163803104,147619.04761904763
0.24,4,3,8880000.000000002,0.4,215,0.9912051590236687,-1,-1,-1,227.4060446780552,1522,214369,9.0890634059906,226.49864327204259,11.279615163803104,144952.38095238098
0.24,4,3,8880000.000000002,0.4,216,0.9932507396449705,-1,-1,-1,296.32876712328766,1168,204309,9.10567820072174,226.49864327204259,11.279615163803104,111238.09523809525
0.24,4,3,8880000.000000002,0.4,217,0.9918176775147929,-1,-1,-1,244.42937853107344,1416,202297,9.150500893592834,226.49864327204259,11.279615163803104,134857.14285714287
0.24,4,3,8880000.000000002,0.4,218,0.9910086908284024,-1,-1,-1,222.43701799485862,1556,200285,9.198265671730042,226.49864327204259,11.279615163803104,148190.4761904762
0.24,4,3,8880000.000000002,0.4,219,0.9922106139053254,-1,-1,-1,256.75964391691394,1348,200285,9.160349369049072,226.49864327204259,11.279615163803104,128380.9523809524
0.07,2,2,8880000.000000002,0.2,220,0.6208279400887574,-1,-1,-1,6.5,53248,169979,11.274772882461548,6.5,18.121821641921997,5071238.095238096
0.05,2,2,8880000.000000002,0.2,221,0.5187453772189349,-1,-1,-1,6.5,53248,169979,12.867646217346191,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,222,0.5323594674556213,-1,-1,-1,6.5,53248,169979,14.21201229095459,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,223,0.5486432137573964,-1,-1,-1,6.5,53248,169979,15.013716220855713,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,224,0.5428762943786982,-1,-1,-1,6.5,53248,169979,15.873477458953857,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,225,0.5404955621301775,-1,-1,-1,6.5,53248,169979,16.520192623138428,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,226,0.5415703587278107,-1,-1,-1,6.5,53248,169979,17.12307572364807,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,227,0.5414779031065089,-1,-1,-1,6.5,53248,169979,17.426819801330566,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,228,0.5406458025147929,-1,-1,-1,6.5,53248,169979,17.82036066055298,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,229,0.5459273298816568,-1,-1,-1,6.5,53248,169979,18.048405647277832,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,230,0.5499375924556213,-1,-1,-1,6.5,53248,169979,18.224196434020996,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,231,0.547787999260355,-1,-1,-1,6.5,53248,169979,18.53434681892395,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,232,0.5506194526627219,-1,-1,-1,6.5,53248,169979,18.357903957366943,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,233,0.5559125369822485,-1,-1,-1,6.5,53248,169979,18.40874671936035,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,234,0.5546759430473372,-1,-1,-1,6.5,53248,169979,18.376208543777466,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,235,0.5565712832840237,-1,-1,-1,6.5,53248,169979,18.59621524810791,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,236,0.566487148668639,-1,-1,-1,6.5,53248,169979,18.269566297531128,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,237,0.5624768860946746,-1,-1,-1,6.5,53248,169979,18.217532634735107,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,238,0.5736409023668639,-1,-1,-1,6.5,53248,167331,17.847115993499756,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,239,0.5687523113905325,-1,-1,-1,6.5,53248,168655,18.18973422050476,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,240,0.5632165310650887,-1,-1,-1,6.5,53248,169979,18.251922130584717,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,241,0.5620955066568047,-1,-1,-1,6.5,53248,169979,18.528655767440796,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,242,0.5616910133136095,-1,-1,-1,6.5,53248,169979,18.840705156326294,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,243,0.5566637389053254,-1,-1,-1,6.5,53248,169979,18.976173400878906,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,244,0.5605584319526628,-1,-1,-1,6.5,53248,169979,19.000877141952515,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,245,0.560962925295858,-1,-1,-1,6.5,53248,169979,18.97794008255005,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,246,0.5582354844674556,-1,-1,-1,6.5,53248,169979,19.159647226333618,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,247,0.5605122041420119,-1,-1,-1,6.5,53248,169979,19.199362993240356,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,248,0.5638521634615384,-1,-1,-1,6.5,53248,168655,19.088354110717773,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,249,0.5614136464497042,-1,-1,-1,6.5,53248,169979,19.34453010559082,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,250,0.5640255177514792,-1,-1,-1,6.5,53248,168655,19.302133321762085,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,251,0.5844697670118343,-1,-1,-1,6.5,53248,158063,18.011186122894287,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,252,0.5785294933431953,-1,-1,-1,6.5,53248,152767,18.393388986587524,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,253,0.5714913091715976,-1,-1,-1,6.5,53248,166007,18.825509548187256,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,254,0.5689141087278107,-1,-1,-1,6.5,53248,163359,18.920477628707886,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,255,0.5675503883136095,-1,-1,-1,6.5,53248,169979,18.74010443687439,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,256,0.5707401072485208,-1,-1,-1,6.5,53248,168655,18.867565393447876,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,257,0.5728434726331361,-1,-1,-1,6.5,53248,168655,18.894959688186646,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,258,0.5671458949704142,-1,-1,-1,6.5,53248,169979,19.385459423065186,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,259,0.5677121856508875,-1,-1,-1,6.5,53248,168655,19.599722623825073,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,260,0.5686714127218935,-1,-1,-1,6.5,53248,168655,19.56935167312622,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,261,0.5693879437869822,-1,-1,-1,6.5,53248,169979,19.64972972869873,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,262,0.5698848927514792,-1,-1,-1,6.5,53248,169979,19.450889825820923,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,263,0.5708441198224852,-1,-1,-1,6.5,53248,168655,19.624123573303223,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,264,0.5675735022189349,-1,-1,-1,6.5,53248,168655,19.658358097076416,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,265,0.5743574334319527,-1,-1,-1,6.5,53248,167331,19.432930946350098,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,266,0.5814765162721893,-1,-1,-1,6.5,53248,164683,19.130120277404785,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,267,0.5766803809171598,-1,-1,-1,6.5,53248,166007,19.437811374664307,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,268,0.5887458394970414,-1,-1,-1,6.5,53248,151443,18.77817153930664,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,269,0.582447300295858,-1,-1,-1,6.5,53248,150119,18.916995525360107,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,270,0.5787837463017751,-1,-1,-1,6.5,53248,154091,19.076220989227295,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,271,0.5782636834319527,-1,-1,-1,6.5,53248,155415,19.23570156097412,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,272,0.5768421782544378,-1,-1,-1,6.5,53248,163359,19.393508434295654,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,273,0.5753860022189349,-1,-1,-1,6.5,53248,169979,19.369606971740723,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,274,0.5748197115384616,-1,-1,-1,6.5,53248,166007,19.551827907562256,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,275,0.5771311020710059,-1,-1,-1,6.5,53248,166007,19.81776475906372,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,276,0.5738258136094675,-1,-1,-1,6.5,53248,169979,19.851737022399902,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,277,0.580159023668639,-1,-1,-1,6.5,53248,167331,19.830633401870728,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,278,0.5823548446745562,-1,-1,-1,6.5,53248,167331,19.666638374328613,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,279,0.5801474667159763,-1,-1,-1,6.5,53248,167331,19.911659955978394,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,280,0.5813840606508875,-1,-1,-1,6.5,53248,160711,19.86054539680481,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,281,0.5848049186390533,-1,-1,-1,6.5,53248,155415,19.63700771331787,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,282,0.5790726701183432,-1,-1,-1,6.5,53248,160711,19.63760256767273,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,283,0.5962347448224852,-1,-1,-1,6.5,53248,150119,19.053044319152832,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,284,0.5858912721893491,-1,-1,-1,6.5,53248,152767,19.362990856170654,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,285,0.580991124260355,-1,-1,-1,6.5,53248,163359,19.63125705718994,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,286,0.5813031619822485,-1,-1,-1,6.5,53248,159387,19.644004106521606,6.5,18.784726858139038,5071238.095238096
0.05,2,2,8880000.000000002,0.2,287,0.5779863165680473,-1,-1,-1,6.5,53248,163359,19.704139232635498,6.5,18.784726858139038,5071238.095238096
0.05,2,2,3119999.9999999977,0.2,288,0.5762181028106509,-1,-1,-1,6.5,53248,164683,19.620115756988525,6.5,18.784726858139038,5071238.095238096
0.05,2,2,3119999.9999999977,0.2,289,0.580286150147929,-1,-1,-1,6.5,53248,158063,19.639065265655518,6.5,18.784726858139038,5071238.095238096
0.25,4,3,3119999.9999999977,0.5,290,0.9793246116863905,-1,-1,-1,96.7333705980995,3578,202297,17.76321053504944,272.1006289308176,9.030246436595917,340761.9047619048
0.25,4,3,3119999.9999999977,0.5,291,0.985704049556213,-1,-1,-1,139.8997574777688,2474,204309,16.695982217788696,272.1006289308176,9.030246436595917,235619.04761904763
0.25,4,3,3119999.9999999977,0.5,292,0.985912074704142,-1,-1,-1,141.96554552912224,2438,210345,16.001811027526855,272.1006289308176,9.030246436595917,232190.4761904762
0.25,4,3,3119999.9999999977,0.5,293,0.9857156065088757,-1,-1,-1,140.01294498381878,2472,190216,15.42151927947998,272.1006289308176,9.030246436595917,235428.57142857145
0.25,4,3,3119999.9999999977,0.5,294,0.9888590976331361,-1,-1,-1,179.5186721991701,1928,206321,14.617524147033691,272.1006289308176,9.030246436595917,183619.04761904763
0.24,4,3,6000000.0,0.5,295,0.9829881656804734,-1,-1,-1,117.56521739130434,2944,206321,14.163784980773926,222.43701799485862,9.179307520389557,280380.9523809524
0.24,4,3,6000000.0,0.5,296,0.980965698964497,-1,-1,-1,105.07346690953248,3294,214369,13.970613479614258,222.43701799485862,9.179307520389557,313714.28571428574
0.24,4,3,6000000.0,0.5,297,0.9842132026627219,-1,-1,-1,126.68814055636896,2732,214369,13.60916018486023,222.43701799485862,9.179307520389557,260190.4761904762
0.24,4,3,6000000.0,0.5,298,0.980803901627219,-1,-1,-1,104.18783865141481,3322,212357,13.045985698699951,222.43701799485862,9.179307520389557,316380.9523809524
0.24,4,3,6000000.0,0.5,299,0.9837740384615384,-1,-1,-1,123.25925925925925,2808,210345,13.14507246017456,222.43701799485862,9.179307520389557,267428.5714285715
0.25,4,3,6000000.0,0.4,300,0.991147374260355,-1,-1,-1,225.92167101827675,1532,198273,12.757161855697632,140.01294498381878,15.019521713256836,145904.76190476192
0.25,4,3,6000000.0,0.4,301,0.989899223372781,-1,-1,-1,198.0045766590389,1748,204309,12.536861896514893,140.01294498381878,15.019521713256836,166476.1904761905
0.25,4,3,6000000.0,0.4,302,0.9892058062130178,-1,-1,-1,185.2847965738758,1868,202297,12.517240047454834,140.01294498381878,15.019521713256836,177904.76190476192
0.25,4,3,6000000.0,0.4,303,0.9920372596153846,-1,-1,-1,251.16981132075472,1378,198273,12.496172189712524,140.01294498381878,15.019521713256836,131238.09523809527
0.25,4,3,6000000.0,0.4,304,0.989610299556213,-1,-1,-1,192.49833147942158,1798,206321,12.344486713409424,140.01294498381878,15.019521713256836,171238.09523809527
0.25,4,3,6000000.0,0.4,305,0.9894947300295858,-1,-1,-1,190.38063806380637,1818,188204,12.236281633377075,140.01294498381878,15.019521713256836,173142.85714285716
0.25,4,3,6000000.0,0.4,306,0.9756841715976331,-1,-1,-1,82.25095057034221,4208,168084,1.3505618274211884,140.01294498381878,15.019521713256836,400761.9047619048
0.25,5,3,6000000.0,0.4,307,0.9802376109467456,-1,-1,-1,101.20233918128655,3420,195008,2.1292315423488617,119.10254645560909,13.965769410133362,325714.28571428574
0.25,1,3,6000000.0,0.4,308,0.9849181767751479,-1,-1,-1,132.60996168582375,2610,187960,2.635151743888855,112.01035598705502,18.421207070350647,248571.4285714286
0.25,3,3,6000000.0,0.4,309,0.9878189718934911,-1,-1,-1,164.1897533206831,2108,195476,2.9989731311798096,108.49905956112853,16.087666749954224,200761.9047619048
0.25,3,3,6000000.0,0.4,310,0.9895409578402367,-1,-1,-1,191.2220994475138,1810,197480,3.2819315791130066,108.49905956112853,11.736307740211487,172380.9523809524
0.25,2,3,6000000.0,0.4,311,0.9892173631656804,-1,-1,-1,185.4833869239014,1866,194700,3.5191887617111206,104.37635705669481,14.513777494430542,177714.28571428574
0.24,4,3,6000000.0,0.4,312,0.9843172152366864,-1,-1,-1,127.52837140751659,2714,210345,3.919498920440674,104.18783865141481,13.095529079437256,258476.1904761905
0.23,4,3,6000000.0,0.4,313,0.9777990939349113,-1,-1,-1,90.0864133263925,3842,218393,4.5024555921554565,103.46711960368015,11.468486785888667,365904.76190476195
0.21,3,3,6000000.0,0.4,314,0.9585567677514792,-1,-1,-1,48.25878416062465,7172,227549,5.5970001220703125,82.05401891866913,13.232227414846424,683047.6190476192
0.22,2,3,6000000.0,0.4,315,0.974401349852071,-1,-1,-1,78.12911963882618,4430,222653,6.145051121711731,81.39682002771801,11.670317530632019,421904.76190476195
0.22,5,3,6000000.0,0.4,316,0.9764931582840237,-1,-1,-1,85.08161258603737,4068,225317,6.623057126998901,69.01448884646351,11.176820486783981,387428.5714285715
0.2,2,3,6000000.0,0.4,317,0.9523160133136095,-1,-1,-1,41.94280174503151,8252,224649,7.5482553243637085,66.07712867506682,13.186389207839966,785904.761904762
0.2,3,3,6000000.0,0.4,318,0.9570890347633136,-1,-1,-1,46.608133584702394,7426,225545,8.318153619766235,61.52008531816566,15.755171179771423,707238.0952380953
0.2,3,3,6000000.0,0.4,319,0.9617580436390533,-1,-1,-1,52.298579631308556,6618,225545,9.025121927261353,61.52008531816566,15.755171179771423,630285.7142857143
0.2,3,3,6000000.0,0.4,320,0.9666235207100592,-1,-1,-1,59.9224376731302,5776,221537,9.483315348625183,61.52008531816566,15.755171179771423,550095.2380952381
0.2,3,3,6000000.0,0.4,321,0.9729220599112426,-1,-1,-1,73.86086214255228,4686,223541,9.754515886306763,61.52008531816566,15.755171179771423,446285.7142857143
0.21,4,3,3399999.9999999986,0.4,322,0.9843287721893491,-1,-1,-1,127.62241887905604,2712,220405,9.855497479438782,59.42260486675926,15.01887857913972,258285.71428571432
0.21,4,3,3399999.9999999986,0.4,323,0.9837740384615384,-1,-1,-1,123.25925925925925,2808,222417,9.965196251869202,59.42260486675926,15.01887857913972,267428.5714285715
0.2,5,3,6000000.0,0.4,324,0.9783422707100592,-1,-1,-1,92.34578441835646,3748,225317,10.262203216552734,47.55592195658148,12.758251428604126,356952.380952381
0.2,5,3,6000000.0,0.4,325,0.9786774223372781,-1,-1,-1,93.79728997289973,3690,219257,10.495750904083252,47.55592195658148,12.758251428604126,351428.5714285715
0.2,5,3,6000000.0,0.4,326,0.9760771079881657,-1,-1,-1,83.60193236714976,4140,225317,10.696816444396973,47.55592195658148,12.758251428604126,394285.7142857143
0.2,5,3,6000000.0,0.4,327,0.9814857618343196,-1,-1,-1,108.02496878901373,3204,227337,10.884826183319092,47.55592195658148,12.758251428604126,305142.85714285716
0.2,5,3,6000000.0,0.4,328,0.9761233357988166,-1,-1,-1,83.76379477250725,4132,223297,10.99820852279663,47.55592195658148,12.758251428604126,393523.8095238096
0.2,5,3,6000000.0,0.4,329,0.9804803069526628,-1,-1,-1,102.46062759029012,3378,227337,11.22889518737793,47.55592195658148,12.758251428604126,321714.28571428574
0.2,5,3,6000000.0,0.4,330,0.9852995562130178,-1,-1,-1,136.0503144654088,2544,225317,11.355807781219482,47.55592195658148,12.758251428604126,242285.71428571432
0.2,5,3,6000000.0,0.4,331,0.9841323039940828,-1,-1,-1,126.0422432629279,2746,227337,11.495591402053833,47.55592195658148,12.758251428604126,261523.80952380956
0.2,5,3,6000000.0,0.4,332,0.9835313424556213,-1,-1,-1,121.44280701754386,2850,227337,11.641141176223755,47.55592195658148,12.758251428604126,271428.5714285715
0.2,5,3,800000.0000000007,0.4,333,0.9872064534023669,-1,-1,-1,156.32881662149956,2214,223297,11.766022443771362,121.44280701754386,11.568366289138794,210857.14285714287
0.2,5,3,800000.0000000007,0.4,334,0.9852764423076923,-1,-1,-1,135.83673469387756,2548,229357,11.78221344947815,121.44280701754386,11.568366289138794,242666.6666666667
0.2,5,3,800000.0000000007,0.4,335,0.9850684171597633,-1,-1,-1,133.94427244582045,2584,225317,11.960434913635254,121.44280701754386,11.568366289138794,246095.2380952381
0.2,5,3,800000.0000000007,0.4,336,0.9879576553254438,-1,-1,-1,166.0806142034549,2084,225317,11.975129842758179,121.44280701754386,11.568366289138794,198476.1904761905
0.2,5,3,800000.0000000007,0.4,337,0.9862934541420119,-1,-1,-1,145.91568296795953,2372,225317,12.055883407592773,121.44280701754386,11.568366289138794,225904.76190476192
0.2,5,3,800000.0000000007,0.4,338,0.9843056582840237,-1,-1,-1,127.43446244477173,2716,225317,12.151151895523071,121.44280701754386,11.568366289138794,258666.6666666667
0.2,5,3,800000.0000000007,0.4,339,0.9873335798816568,-1,-1,-1,157.8978102189781,2192,229357,12.163318395614624,121.44280701754386,11.568366289138794,208761.9047619048
0.2,5,3,800000.0000000007,0.5,340,0.9837740384615384,-1,-1,-1,123.25925925925925,2808,221277,12.2499680519104,127.43446244477173,12.157235145568848,267428.5714285715
0.2,5,3,800000.0000000007,0.5,341,0.9805380917159763,-1,-1,-1,102.76484560570071,3368,227337,12.317502498626709,127.43446244477173,12.157235145568848,320761.9047619048
0.2,5,3,800000.0000000007,0.5,342,0.9846061390532544,-1,-1,-1,129.92192192192192,2664,229357,12.283356189727783,127.43446244477173,12.157235145568848,253714.28571428574
0.2,5,3,800000.0000000007,0.5,343,0.9787120931952663,-1,-1,-1,93.9500542888165,3684,229357,12.33055591583252,127.43446244477173,12.157235145568848,350857.1428571429
0.21,4,3,3399999.9999999986,0.5,344,0.9889399963017751,-1,-1,-1,180.8317659352142,1914,220405,12.332098484039307,123.25925925925925,9.910346865653992,182285.71428571432
0.21,4,3,3399999.9999999986,0.5,345,0.9916443232248521,-1,-1,-1,239.3582295988935,1446,218393,12.332401275634766,123.25925925925925,9.910346865653992,137714.28571428574
0.21,4,3,3399999.9999999986,0.5,346,0.9901072485207101,-1,-1,-1,202.16822429906543,1712,222417,12.373007535934448,123.25925925925925,9.910346865653992,163047.61904761905
0.21,4,3,3399999.9999999986,0.5,347,0.9904077292899408,-1,-1,-1,208.50120481927712,1660,220405,12.400470972061157,123.25925925925925,9.910346865653992,158095.2380952381
0.21,4,3,3399999.9999999986,0.5,348,0.9929502588757396,-1,-1,-1,283.6983606557377,1220,220405,12.398123741149902,123.25925925925925,9.910346865653992,116190.4761904762
0.21,4,3,3399999.9999999986,0.5,349,0.9916096523668639,-1,-1,-1,238.36914600550963,1452,220405,12.391449213027954,123.25925925925925,9.910346865653992,138285.7142857143
0.21,4,3,3399999.9999999986,0.5,350,0.9913669563609467,-1,-1,-1,231.66800535475235,1494,218393,12.431890964508057,123.25925925925925,9.910346865653992,142285.7142857143
0.21,4,3,3399999.9999999986,0.5,351,0.9936667899408284,-1,-1,-1,315.7956204379562,1096,210345,12.436164617538452,123.25925925925925,9.910346865653992,104380.9523809524
0.21,4,3,3399999.9999999986,0.5,352,0.9914709689349113,-1,-1,-1,234.49322493224932,1476,218393,12.42268443107605,123.25925925925925,9.910346865653992,140571.42857142858
0.21,4,3,3399999.9999999986,0.5,353,0.990569526627219,-1,-1,-1,212.07843137254903,1632,216381,12.318471670150757,123.25925925925925,9.910346865653992,155428.57142857145
0.21,4,3,3399999.9999999986,0.5,354,0.9932854105029586,-1,-1,-1,297.85886402753874,1162,216381,12.376198768615723,123.25925925925925,9.910346865653992,110666.66666666667
0.21,4,3,3399999.9999999986,0.5,355,0.990026349852071,-1,-1,-1,200.52838933951332,1726,214369,12.324990034103394,123.25925925925925,9.910346865653992,164380.9523809524
0.21,4,3,3399999.9999999986,0.5,356,0.9870215421597633,-1,-1,-1,154.10151380231522,2246,220405,12.26992130279541,123.25925925925925,9.910346865653992,213904.76190476192
0.21,4,3,3399999.9999999986,0.5,357,0.9899801220414202,-1,-1,-1,199.60322952710496,1734,220405,12.254797220230103,123.25925925925925,9.910346865653992,165142.85714285716
0.21,4,3,3399999.9999999986,0.5,358,0.9849759615384616,-1,-1,-1,133.12,2600,220405,12.201110124588013,123.25925925925925,9.910346865653992,247619.04761904763
0.21,4,3,3399999.9999999986,0.5,359,0.9888359837278107,-1,-1,-1,179.1469979296066,1932,222417,12.241383790969849,123.25925925925925,9.910346865653992,184000.00000000003
0.21,4,3,3399999.9999999986,0.5,360,0.9924186390532544,-1,-1,-1,263.8048780487805,1312,218393,12.258954048156738,123.25925925925925,9.910346865653992,124952.38095238096
0.21,4,3,3399999.9999999986,0.5,361,0.9544193786982249,-1,-1,-1,43.878296146044626,7888,196252,2.2193506360054016,123.25925925925925,9.910346865653992,751238.0952380953
0.24,4,3,3399999.9999999986,0.5,362,0.9797984467455622,-1,-1,-1,99.00228832951944,3496,206321,2.926523983478546,123.25925925925925,8.532285690307617,332952.380952381
0.25,1,3,3399999.9999999986,0.5,363,0.9892173631656804,-1,-1,-1,185.4833869239014,1866,187960,3.2296228408813477,112.01035598705502,10.227793157100677,177714.28571428574
0.25,2,3,3399999.9999999986,0.5,364,0.9905348557692307,-1,-1,-1,211.3015873015873,1638,188712,3.4808343648910522,104.37635705669481,9.396210014820099,156000.00000000003
0.25,5,3,3399999.9999999986,0.5,365,0.9917252218934911,-1,-1,-1,241.69832402234636,1432,199057,3.6652377247810364,101.20233918128655,8.804674074053764,136380.9523809524
0.2,5,3,3399999.9999999986,0.5,366,0.9439141087278107,-1,-1,-1,35.659592004945395,9706,227337,5.322898626327515,93.9500542888165,12.306956052780151,924380.9523809524
0.2,5,3,3399999.9999999986,0.5,367,0.9464681952662722,-1,-1,-1,37.36096718480138,9264,227337,6.733415126800537,93.9500542888165,12.306956052780151,882285.7142857143
